LAMMPS data file via write_data, version 29 Aug 2024, timestep = 0, units = metal

512 atoms
2 atom types

0.00000000 21.75660358 xlo xhi
0.00000000 21.75660358 ylo yhi
0.00000000 21.75660358 zlo zhi

Masses

1 28.0855
2 12.011    # C

Atoms # atomic

1 1 0.00000000 0.00000000 0.00000000 0 0 0
2 1 0.00000000 2.71957545 2.71957545 0 0 0
3 1 2.71957545 0.00000000 2.71957545 0 0 0
4 1 2.71957545 2.71957545 0.00000000 0 0 0
5 1 1.35978772 1.35978772 1.35978772 0 0 0
9 1 5.43915090 0.00000000 0.00000000 0 0 0
10 1 5.43915090 2.71957545 2.71957545 0 0 0
11 1 8.15872634 0.00000000 2.71957545 0 0 0
12 1 8.15872634 2.71957545 0.00000000 0 0 0
13 1 6.79893862 1.35978772 1.35978772 0 0 0
17 1 10.87830179 0.00000000 0.00000000 0 0 0
18 1 10.87830179 2.71957545 2.71957545 0 0 0
21 1 12.23808952 1.35978772 1.35978772 0 0 0
19 1 13.59787724 0.00000000 2.71957545 0 0 0
20 1 13.59787724 2.71957545 0.00000000 0 0 0
25 1 16.31745269 0.00000000 0.00000000 0 0 0
26 1 16.31745269 2.71957545 2.71957545 0 0 0
29 1 17.67724041 1.35978772 1.35978772 0 0 0
27 1 19.03702814 0.00000000 2.71957545 0 0 0
28 1 19.03702814 2.71957545 0.00000000 0 0 0
33 1 0.00000000 5.43915090 0.00000000 0 0 0
35 1 2.71957545 5.43915090 2.71957545 0 0 0
8 1 4.07936317 4.07936317 1.35978772 0 0 0
41 1 5.43915090 5.43915090 0.00000000 0 0 0
43 1 8.15872634 5.43915090 2.71957545 0 0 0
16 1 9.51851407 4.07936317 1.35978772 0 0 0
49 1 10.87830179 5.43915090 0.00000000 0 0 0
24 1 14.95766496 4.07936317 1.35978772 0 0 0
51 1 13.59787724 5.43915090 2.71957545 0 0 0
57 1 16.31745269 5.43915090 0.00000000 0 0 0
32 1 20.39681586 4.07936317 1.35978772 0 0 0
59 1 19.03702814 5.43915090 2.71957545 0 0 0
34 1 0.00000000 8.15872634 2.71957545 0 0 0
36 1 2.71957545 8.15872634 0.00000000 0 0 0
37 1 1.35978772 6.79893862 1.35978772 0 0 0
42 1 5.43915090 8.15872634 2.71957545 0 0 0
44 1 8.15872634 8.15872634 0.00000000 0 0 0
45 1 6.79893862 6.79893862 1.35978772 0 0 0
50 1 10.87830179 8.15872634 2.71957545 0 0 0
