# k(1/Å)   S(k)   (FINAL_STRUCTURE)
2.887944013906414420e-01 5.050015955028744168e-03
4.451328059704511841e-01 3.210261338802741782e-03
5.775888027812828840e-01 5.291793335815523107e-04
6.765814185052091423e-01 4.586438317974042035e-03
8.522262653708401192e-01 4.481650708827179461e-03
9.355353774336873096e-01 3.493742873028787051e-03
1.060762045047623614e+00 4.170602451778331575e-03
1.202168095936055892e+00 5.356771099325751372e-03
1.299299461621986174e+00 4.993017510445517219e-03
1.407485744086804491e+00 5.423779476657912893e-03
1.526542679140499681e+00 7.151539299929210100e-03
1.667271445311790723e+00 1.556091740359430951e-02
1.749025099169973618e+00 1.193337959338168150e-02
1.882309770511718661e+00 2.899193170960703489e-02
2.014038997630271499e+00 1.019095251011534486e+01
2.110480498499553992e+00 2.997431693537217640e-02
2.236727294948176681e+00 5.460693459817075879e-02
2.360528841831868618e+00 3.706731932638057669e-02
2.473593227599386157e+00 5.109451529978539103e-02
2.584038506881687347e+00 4.252868552445809858e-02
2.707574977026078411e+00 6.062232530295408317e-02
2.834766730506800503e+00 6.142162732731559771e-02
2.938240087769901532e+00 7.365359563314539948e-02
3.058250436117396998e+00 1.189627083912949274e-01
3.173651993167386998e+00 1.287217754600744335e-01
3.298759958181620711e+00 1.044113408549059052e+01
3.407015737170841163e+00 1.563232687116785646e-01
3.530236969799778635e+00 2.164748175079383163e-01
3.656489333277494147e+00 9.766089057410466678e-02
3.752836997873106206e+00 1.159113034495759670e-01
3.890595515499474910e+00 9.414054863712036092e-02
4.000377853479888834e+00 5.119229381812036989e-02
4.114005576338134240e+00 6.210183340132348351e-02
4.229569993272461303e+00 6.083086598227686187e-02
4.358743116156701625e+00 6.607048672899488995e-02
4.493357486214522467e+00 9.062247349382286654e-02
4.557098787866042500e+00 9.531963397220459544e-02
4.683449686957676050e+00 5.901905467695914981e-02
4.841076322798131493e+00 7.113908565765798830e-02
