Generated by pymatgen.io.lammps.data.LammpsData

502  atoms

  1  atom types

0.000000 21.800341  xlo xhi
0.000000 21.800341  ylo yhi
0.000000 21.800341  zlo zhi

Masses

1  28.085

Atoms

1    1   4.087564   4.087564   1.362521
2    1   4.087564   1.362521   4.087564
3    1   0.000000   0.000000   0.000000
4    1   1.362521   4.087564   4.087564
5    1   2.725043   2.725043   0.000000
6    1   1.362521   1.362521   1.362521
7    1   2.725043   0.000000   2.725043
8    1   4.087564   4.087564   6.812607
9    1   4.087564   1.362521   9.537649
10   1   0.000000   0.000000   5.450085
11   1   1.362521   4.087564   9.537649
12   1   2.725043   2.725043   5.450085
13   1   1.362521   1.362521   6.812607
14   1   2.725043   0.000000   8.175128
15   1   4.087564   4.087564  12.262692
16   1   0.000000   2.725043  13.625213
17   1   4.087564   1.362521  14.987735
18   1   0.000000   0.000000  10.900171
19   1   1.362521   4.087564  14.987735
20   1   2.725043   2.725043  10.900171
21   1   1.362521   1.362521  12.262692
22   1   2.725043   0.000000  13.625213
23   1   4.087564   4.087564  17.712777
24   1   0.000000   2.725043  19.075299
25   1   4.087564   1.362521  20.437820
26   1   0.000000   0.000000  16.350256
27   1   1.362521   4.087564  20.437820
28   1   2.725043   2.725043  16.350256
29   1   1.362521   1.362521  17.712777
30   1   2.725043   0.000000  19.075299
31   1   4.087564   9.537649   1.362521
32   1   4.087564   6.812607   4.087564
33   1   0.000000   5.450085   0.000000
34   1   1.362521   9.537649   4.087564
35   1   2.725043   8.175128   0.000000
36   1   1.362521   6.812607   1.362521
37   1   2.725043   5.450085   2.725043
38   1   4.087564   9.537649   6.812607
39   1   4.087564   6.812607   9.537649
40   1   0.000000   5.450085   5.450085
41   1   1.362521   9.537649   9.537649
42   1   2.725043   8.175128   5.450085
43   1   1.362521   6.812607   6.812607
44   1   2.725043   5.450085   8.175128
45   1   4.087564   9.537649  12.262692
46   1   0.000000   8.175128  13.625213
47   1   4.087564   6.812607  14.987735
48   1   0.000000   5.450085  10.900171
49   1   1.362521   9.537649  14.987735
50   1   2.725043   8.175128  10.900171
51   1   1.362521   6.812607  12.262692
52   1   2.725043   5.450085  13.625213
53   1   4.087564   9.537649  17.712777
54   1   0.000000   8.175128  19.075299
55   1   4.087564   6.812607  20.437820
56   1   0.000000   5.450085  16.350256
57   1   1.362521   9.537649  20.437820
58   1   2.725043   8.175128  16.350256
59   1   1.362521   6.812607  17.712777
60   1   2.725043   5.450085  19.075299
61   1   4.087564  14.987735   1.362521
62   1   4.087564  12.262692   4.087564
63   1   0.000000  10.900171   0.000000
64   1   1.362521  14.987735   4.087564
65   1   2.725043  13.625213   0.000000
66   1   1.362521  12.262692   1.362521
67   1   2.725043  10.900171   2.725043
68   1   4.087564  14.987735   6.812607
69   1   0.000000  13.625213   8.175128
70   1   4.087564  12.262692   9.537649
71   1   0.000000  10.900171   5.450085
72   1   1.362521  14.987735   9.537649
73   1   2.725043  13.625213   5.450085
74   1   1.362521  12.262692   6.812607
75   1   2.725043  10.900171   8.175128
76   1   4.087564  14.987735  12.262692
77   1   0.000000  13.625213  13.625213
78   1   4.087564  12.262692  14.987735
79   1   0.000000  10.900171  10.900171
80   1   1.362521  14.987735  14.987735
81   1   2.725043  13.625213  10.900171
82   1   1.362521  12.262692  12.262692
83   1   2.725043  10.900171  13.625213
84   1   4.087564  14.987735  17.712777
85   1   0.000000  13.625213  19.075299
86   1   4.087564  12.262692  20.437820
87   1   0.000000  10.900171  16.350256
88   1   1.362521  14.987735  20.437820
89   1   2.725043  13.625213  16.350256
90   1   1.362521  12.262692  17.712777
91   1   2.725043  10.900171  19.075299
92   1   4.087564  20.437820   1.362521
93   1   0.000000  19.075299   2.725043
94   1   4.087564  17.712777   4.087564
95   1   0.000000  16.350256   0.000000
96   1   1.362521  20.437820   4.087564
97   1   2.725043  19.075299   0.000000
98   1   1.362521  17.712777   1.362521
99   1   2.725043  16.350256   2.725043
100  1   4.087564  20.437820   6.812607
101  1   0.000000  19.075299   8.175128
102  1   4.087564  17.712777   9.537649
103  1   0.000000  16.350256   5.450085
104  1   1.362521  20.437820   9.537649
105  1   2.725043  19.075299   5.450085
106  1   1.362521  17.712777   6.812607
107  1   2.725043  16.350256   8.175128
108  1   4.087564  20.437820  12.262692
109  1   0.000000  19.075299  13.625213
110  1   4.087564  17.712777  14.987735
111  1   0.000000  16.350256  10.900171
112  1   1.362521  20.437820  14.987735
113  1   2.725043  19.075299  10.900171
114  1   1.362521  17.712777  12.262692
115  1   2.725043  16.350256  13.625213
116  1   4.087564  20.437820  17.712777
117  1   0.000000  19.075299  19.075299
118  1   4.087564  17.712777  20.437820
119  1   0.000000  16.350256  16.350256
120  1   1.362521  20.437820  20.437820
121  1   2.725043  19.075299  16.350256
122  1   1.362521  17.712777  17.712777
123  1   2.725043  16.350256  19.075299
124  1   9.537649   4.087564   1.362521
125  1   9.537649   1.362521   4.087564
126  1   5.450085   0.000000   0.000000
127  1   6.812607   4.087564   4.087564
128  1   8.175128   2.725043   0.000000
129  1   6.812607   1.362521   1.362521
130  1   8.175128   0.000000   2.725043
131  1   9.537649   4.087564   6.812607
132  1   9.537649   1.362521   9.537649
133  1   5.450085   0.000000   5.450085
134  1   6.812607   4.087564   9.537649
135  1   8.175128   2.725043   5.450085
136  1   6.812607   1.362521   6.812607
137  1   8.175128   0.000000   8.175128
138  1   9.537649   4.087564  12.262692
139  1   5.450085   2.725043  13.625213
140  1   9.537649   1.362521  14.987735
141  1   5.450085   0.000000  10.900171
142  1   6.812607   4.087564  14.987735
143  1   8.175128   2.725043  10.900171
144  1   6.812607   1.362521  12.262692
145  1   8.175128   0.000000  13.625213
146  1   9.537649   4.087564  17.712777
147  1   5.450085   2.725043  19.075299
148  1   9.537649   1.362521  20.437820
149  1   5.450085   0.000000  16.350256
150  1   6.812607   4.087564  20.437820
151  1   8.175128   2.725043  16.350256
152  1   6.812607   1.362521  17.712777
153  1   8.175128   0.000000  19.075299
154  1   9.537649   9.537649   1.362521
155  1   9.537649   6.812607   4.087564
156  1   5.450085   5.450085   0.000000
157  1   6.812607   9.537649   4.087564
158  1   8.175128   8.175128   0.000000
159  1   6.812607   6.812607   1.362521
160  1   8.175128   5.450085   2.725043
161  1   9.537649   9.537649   6.812607
162  1   9.537649   6.812607   9.537649
163  1   5.450085   5.450085   5.450085
164  1   6.812607   9.537649   9.537649
165  1   8.175128   8.175128   5.450085
166  1   6.812607   6.812607   6.812607
167  1   8.175128   5.450085   8.175128
168  1   9.537649   9.537649  12.262692
169  1   5.450085   8.175128  13.625213
170  1   9.537649   6.812607  14.987735
171  1   5.450085   5.450085  10.900171
172  1   6.812607   9.537649  14.987735
173  1   8.175128   8.175128  10.900171
174  1   6.812607   6.812607  12.262692
175  1   8.175128   5.450085  13.625213
176  1   9.537649   9.537649  17.712777
177  1   5.450085   8.175128  19.075299
178  1   9.537649   6.812607  20.437820
179  1   5.450085   5.450085  16.350256
180  1   6.812607   9.537649  20.437820
181  1   8.175128   8.175128  16.350256
182  1   6.812607   6.812607  17.712777
183  1   8.175128   5.450085  19.075299
184  1   9.537649  14.987735   1.362521
185  1   5.450085  13.625213   2.725043
186  1   9.537649  12.262692   4.087564
187  1   5.450085  10.900171   0.000000
188  1   6.812607  14.987735   4.087564
189  1   8.175128  13.625213   0.000000
190  1   6.812607  12.262692   1.362521
191  1   8.175128  10.900171   2.725043
192  1   9.537649  14.987735   6.812607
193  1   5.450085  13.625213   8.175128
194  1   9.537649  12.262692   9.537649
195  1   5.450085  10.900171   5.450085
196  1   6.812607  14.987735   9.537649
197  1   8.175128  13.625213   5.450085
198  1   6.812607  12.262692   6.812607
199  1   8.175128  10.900171   8.175128
200  1   9.537649  14.987735  12.262692
201  1   5.450085  13.625213  13.625213
202  1   9.537649  12.262692  14.987735
203  1   5.450085  10.900171  10.900171
204  1   6.812607  14.987735  14.987735
205  1   8.175128  13.625213  10.900171
206  1   6.812607  12.262692  12.262692
207  1   8.175128  10.900171  13.625213
208  1   9.537649  14.987735  17.712777
209  1   5.450085  13.625213  19.075299
210  1   9.537649  12.262692  20.437820
211  1   5.450085  10.900171  16.350256
212  1   6.812607  14.987735  20.437820
213  1   8.175128  13.625213  16.350256
214  1   6.812607  12.262692  17.712777
215  1   8.175128  10.900171  19.075299
216  1   9.537649  20.437820   1.362521
217  1   5.450085  19.075299   2.725043
218  1   9.537649  17.712777   4.087564
219  1   5.450085  16.350256   0.000000
220  1   6.812607  20.437820   4.087564
221  1   8.175128  19.075299   0.000000
222  1   6.812607  17.712777   1.362521
223  1   8.175128  16.350256   2.725043
224  1   9.537649  20.437820   6.812607
225  1   5.450085  19.075299   8.175128
226  1   9.537649  17.712777   9.537649
227  1   5.450085  16.350256   5.450085
228  1   6.812607  20.437820   9.537649
229  1   8.175128  19.075299   5.450085
230  1   6.812607  17.712777   6.812607
231  1   8.175128  16.350256   8.175128
232  1   9.537649  20.437820  12.262692
233  1   5.450085  19.075299  13.625213
234  1   9.537649  17.712777  14.987735
235  1   5.450085  16.350256  10.900171
236  1   6.812607  20.437820  14.987735
237  1   8.175128  19.075299  10.900171
238  1   6.812607  17.712777  12.262692
239  1   8.175128  16.350256  13.625213
240  1   9.537649  20.437820  17.712777
241  1   5.450085  19.075299  19.075299
242  1   9.537649  17.712777  20.437820
243  1   5.450085  16.350256  16.350256
244  1   6.812607  20.437820  20.437820
245  1   8.175128  19.075299  16.350256
246  1   6.812607  17.712777  17.712777
247  1   8.175128  16.350256  19.075299
248  1  14.987735   4.087564   1.362521
249  1  14.987735   1.362521   4.087564
250  1  10.900171   0.000000   0.000000
251  1  12.262692   4.087564   4.087564
252  1  13.625213   2.725043   0.000000
